0.106	-0.563	-0.819
0.430	-0.713	0.554
0.898	0.410	-0.161
-0.852	0.483	0.203
0.281	0.960	-0.011
0.102	0.251	-0.963
-0.753	-0.183	-0.632
-0.697	-0.007	0.717
0.318	-0.929	-0.189
0.508	0.690	0.516
0.293	0.713	-0.638
0.847	-0.308	0.433
0.282	0.105	0.954
0.579	-0.515	-0.632
-1.000	-0.001	-0.011
-0.082	0.935	-0.345
0.638	0.726	-0.258
0.449	-0.357	0.819
-0.044	-0.867	-0.496
-0.585	-0.379	0.717
0.682	-0.719	0.132
-0.832	-0.474	-0.288
0.276	-0.186	-0.943
0.917	-0.076	-0.392
-0.330	-0.483	-0.811
-0.079	0.614	-0.785
-0.551	0.755	0.355
-0.553	-0.816	-0.167
